Timestamp;Ask Rank 1;Ask Rank 2;Ask Rank 3;Ask Rank 4;Ask Rank 5;Bid Rank 1;Bid Rank 2;Bid Rank 3;Bid Rank 4;Bid Rank 5;Spread Size;Price Change;Last X Trades;Last Price;AdMicroPrice;MicroPrice;Imbalance
2024-09-06 08:00:37.275742687;0.019004524886877826;0.00904977375565611;0.16923076923076924;0.13574660633484162;0.17647058823529413;0.09049773755656108;0.18099547511312217;0.19095022624434388;0.019004524886877826;0.00904977375565611;6.13548049141599;0.0;0.4714548802946593;228.11000061035156;228.18033;228.23929;0.07654322
2024-09-06 08:00:57.044876060;0.2161290322580645;0.30806451612903224;0.08064516129032258;0.16129032258064516;0.024193548387096774;0.016129032258064516;0.08064516129032258;0.08064516129032258;0.03064516129032258;0.0016129032258064516;10.970928143736458;-4.823424714954783;0.3527336860670194;228.0;227.86359;227.98677;0.052877888
2024-09-06 08:01:53.837449468;0.2939914163090129;0.17167381974248927;0.4291845493562232;0.00944206008583691;0.0017167381974248926;0.04291845493562232;0.017167381974248927;0.02145922746781116;0.00815450643776824;0.004291845493562232;5.722423916942887;-32.94895896853056;0.7049180327868853;227.25;227.18001;227.14844;-0.2189183
2024-09-06 08:02:24.078808744;0.33772917336764235;0.049211965262142165;0.2605339337407527;0.32164683177870695;0.0016082341588935349;0.0064329366355741395;0.0032164683177870698;0.0032164683177870698;0.01608234158893535;3.21646831778707E-4;6.163844308275657;-8.364440734522915;0.3852140077821012;227.05999755859375;227.00752;227.06;1.0
2024-09-06 08:02:40.273691694;0.031446540880503145;0.09433962264150944;0.07861635220125786;0.015723270440251572;0.6289308176100629;0.007861635220125786;0.015723270440251572;0.0330188679245283;0.015723270440251572;0.07861635220125786;0.4402769524247674;-2.202438074903057;0.3933463796477495;227.00999450683594;227.05307;227.00412;-0.41176474
2024-09-06 08:03:02.494643883;0.025;0.0025;0.025;0.505;0.15;0.025;0.0025;0.0025;0.0125;0.25;12.331490257606603;8.366282383178714;0.9766187050359713;227.1999969482422;227.05728;227.12314;-0.7254902
2024-09-06 08:03:58.163853545;0.0017211703958691911;0.01721170395869191;0.3476764199655766;0.1566265060240964;0.3442340791738382;0.09328743545611015;0.02530120481927711;0.0036144578313253013;0.0017211703958691911;0.008605851979345954;6.602570701810251;-4.401974275562992;0.03430531732418525;227.10000610351562;227.07545;227.1;1.0
2024-09-06 08:04:31.532473745;0.12658227848101267;0.4092827004219409;0.10548523206751055;0.010548523206751054;0.010548523206751054;0.016877637130801686;0.2109704641350211;0.08544303797468354;0.020042194092827006;0.004219409282700422;6.172268507249612;-9.251601414357324;0.13438735177865613;226.88999938964844;226.83598;226.81956;-0.4968131
2024-09-06 08:04:59.034341797;0.18011083743842365;6.157635467980296E-4;0.046182266009852216;0.02432266009852217;0.7075123152709359;0.003078817733990148;0.015701970443349755;0.01539408866995074;0.0012315270935960591;0.005849753694581281;0.8823727473306064;-7.495345194126202;0.8954041204437401;226.72000122070312;226.70587;226.70366;-0.18344629
2024-09-06 08:05:29.879833876;0.47927927927927927;0.03153153153153153;0.04504504504504504;0.07117117117117117;0.017117117117117116;0.04594594594594595;0.0036036036036036037;0.18018018018018017;0.01891891891891892;0.10720720720720721;3.9692301069571556;-1.3232517632388863;0.7285974499089253;226.69000244140625;226.69916;226.70349;0.85007495
2024-09-06 08:05:45.819645030;0.36246648793565683;0.18605898123324396;0.08042895442359249;0.01876675603217158;0.042359249329758715;0.10723860589812333;0.00482573726541555;0.10723860589812333;0.02680965147453083;0.06380697050938337;0.4409762838619713;-1.7650569263150118;0.9924924924924925;226.64999389648438;226.63947;226.64775;0.22485101
2024-09-06 08:05:51.699993084;0.3264346190028222;0.03292568203198495;0.09407337723424271;0.07431796801505174;0.01881467544684854;0.18814675446848542;0.008466603951081843;0.18814675446848542;0.047036688617121354;0.021636876763875823;6.175263317134139;-0.4409762838619713;0.965183752417795;226.63999938964844;226.7;226.66684;0.8082063
2024-09-06 08:06:07.464141914;0.1883967560823456;0.0031191515907673115;0.28696194635059263;0.2495321272613849;0.014348097317529632;0.08733624454148471;6.238303181534623E-4;0.12476606363069245;0.031191515907673113;0.01372426699937617;2.646912226085263;0.0;0.0;226.63999938964844;226.66391;226.67781;0.36959967
2024-09-06 08:06:32.866069076;0.007961783439490446;0.21762208067940553;0.05307855626326964;0.2229299363057325;0.04193205944798301;0.02176220806794055;0.10615711252653928;0.21231422505307856;0.06316348195329087;0.05307855626326964;3.0884448586121493;0.0;0.5938104448742747;226.63999938964844;226.69629;226.70375;0.08937103
2024-09-06 08:06:48.673714582;0.6398537477148081;0.03656307129798903;0.1218769043266301;0.030469226081657527;0.009140767824497258;0.04875076173065204;0.030469226081657527;0.06093845216331505;0.014015843997562462;0.007921998781230956;2.2073966062929884;-6.179079061281456;0.0;226.5;226.51666;226.50554;0.8894231
2024-09-06 08:07:03.381910045;0.25540086413826213;0.028804608737397985;0.02400384061449832;0.04800768122899664;0.007201152184349496;0.1200192030724916;0.01728276524243879;0.004800768122899664;0.014402304368698993;0.4800768122899664;1.7664878960843566;-3.5327136010820936;1.0;226.4199981689453;226.40668;226.38495;-0.12336126
2024-09-06 08:07:15.391077854;0.07458048477315103;0.12430080795525171;0.024549409571162212;0.015537600994406464;0.7150403977625854;0.0018645121193287756;0.003107520198881293;0.031075201988812928;0.006836544437538844;0.003107520198881293;1.322784966211188;16.769117463386607;0.9675850891410048;226.8000030517578;226.77428;226.78577;-0.52568644
2024-09-06 08:08:05.800697182;0.04726696593609717;0.08449960390810668;0.06601531555320835;0.020860839714813836;0.6076049643517296;0.003960918933192501;0.008714021653023502;0.10562450488513335;0.0026406126221283337;0.052812252442566675;2.205449434207196;-2.204963140730598;0.8688212927756654;226.75;226.72383;226.73615;-0.72291756
2024-09-06 08:08:29.498960383;0.014637761719473782;0.0042616268297202145;0.055771725032425425;0.4261626829720215;0.4113396331295164;0.017417083564943488;0.0037057624606262737;0.027793218454697052;0.0018528812303131369;0.03705762460626274;3.967305366519014;2.204963140730598;0.6395147313691508;226.8000030517578;226.8751;226.83243;-0.36023727
2024-09-06 08:09:46.127645242;0.0011904761904761906;0.05952380952380952;0.35714285714285715;0.0125;0.005952380952380952;0.2976190476190476;0.02023809523809524;0.11904761904761904;0.007738095238095238;0.11904761904761904;6.181807659668692;-17.65265939282834;0.16539440203562342;226.39999389648438;226.50189;226.51674;0.16611297
2024-09-06 08:09:48.377446643;0.6420966420966421;0.020475020475020474;0.004095004095004095;8.19000819000819E-4;0.2457002457002457;0.020475020475020474;0.004914004914004914;0.020475020475020474;0.020475020475020474;0.020475020475020474;9.279545365386;-9.279545365386;0.0;226.19000244140625;226.32501;226.19257;0.98779
2024-09-06 08:09:58.109814033;0.1251564455569462;0.10700876095118898;0.012515644555694618;0.2503128911138924;0.013141426783479349;0.3541927409261577;0.09386733416770963;0.011889862327909888;6.257822277847309E-4;0.03128911138923655;3.981346183650203;-4.422309428466775;0.5117370892018779;226.08999633789062;226.04872;226.01248;-0.13865222
2024-09-06 08:10:39.470611440;0.019342359767891684;0.3223726627981947;0.2578981302385558;0.012894906511927788;0.006447453255963894;0.1289490651192779;0.18697614442295293;0.032237266279819474;0.013539651837524178;0.019342359767891684;1.7671123316898019;9.28432234292842;0.8073217726396917;226.3000030517578;226.33163;226.3005;-0.012738824
